						
						
						
Остатки ТМЦ на складах						
На дату: 24.09.14						
По фирме "Босенко Вероника Николаевна(Основной учет)". По всем юр. лицам. По всем упр. аналитикам. По всем номенклатурным позициям. По складу "Петр.99".						
ТМЦ		Ед.	"Отпускная цена
(руб.)"	Петр.99		
				Кол - во	Сумма	
Термос 1,2л (нжс,  камуфляжные расцветки) BG 7530		шт	610.00	3.000	1'830.00	
Часы настенные Romi d"Oro T2617-K в форме бежевой сковороды, без мелодий, круглые 30 PDT2617K		шт	945.00	1.000	945.00	
Часы настенные Romi d"Oro T3015-K в форме синей сковороды, без мелодий, круглые 30 см PDT3015K		шт	1'040.00	1.000	1'040.00	
Часы настенные Romi d"Oro T3016-K в форме красной сковороды, без мелодий, круглые 30 PDT3016K		шт	1'220.00	1.000	1'220.00	
Эл. чайник с заварником:2260Вт, 1,8л, заварн. 0,8л , подсветка, подогрев заварника, а ATH700		шт	1'695.00	1.000	1'695.00	
Ваза "Коралл" разноцветная /марганцевая 1025278/1025326		шт	176.00	1.000	176.00	
Ваза "черно-белая бабочка" 1696751		шт	1'290.00	1.000	1'290.00	
Ваза "Шар" 6,3л 1993324		шт	115.00	6.000	690.00	
Ваза Гранд розы,синяя , ручная роспись 2176623		шт	320.00	1.000	320.00	
Ваза Паутинка 1,6л 1993310		шт	195.00	1.000	195.00	
ваза Фэнтази коническая , микс 1517532 /1517533		шт	205.00	1.000	205.00	
Ваза-бокал "Бренди" 2 л. /3л. 758520/758523		шт	135.00	2.000	270.00	
Ваза-шар "Сфера" 2 л 758518		шт	220.00	1.000	220.00	
Вантуз d=10.5см длина ручки 26см 676073		шт	10.00	7.000	70.00	
Доска разделочная "Букет" 3026240		шт	230.00	1.000	230.00	
Доска разделочная сувенирная " Калорийность 1" 19,5х27,5 см 3495730		шт	170.00	2.000	340.00	
Ключница настенная со вставкой АНГЕЛ 3800076		шт	320.00	1.000	320.00	
Коврик туристический фольгированный 180х60х1см 562821		шт	210.00	1.000	210.00	
Крышка- непроливайка Нырок 11см 4450059		шт	7.00	2.000	14.00	
Крышка-непроливайка 11см Щенок джентльмен 4607211		шт	18.00	2.000	36.00	
Ланч-бокс Совушка 2отд.300/450мл с ложкой 3622298		шт	75.00	4.000	300.00	
Ложка деревянная "Чернушка" полубаская , хохлома 1195876		шт	25.00	9.000	225.00	
Ложка с эффектом антиналипания 20см 156881		шт	120.00	1.000	120.00	
Мельница Авангард ,пластиковый механизм 9х7см 835167		шт	35.00	10.000	350.00	
Мочалка - лента натуральная Банька 827378		шт	110.00	1.000	110.00	
Мочалка банная с ручками однотонная 2601981		шт	134.00	3.000	402.00	
Набор крючков на липучке «Мячи», 3 шт, цвет МИКС 754836		шт	115.00	4.000	460.00	
Набор крючков на липучке «Ножка-смайлик», 3 шт, цвет МИКС 643606		шт	115.00	1.000	115.00	
Набор подарочный "Эйфелева башня " (ваза,2палочки,3свечи,аромамасло 30мл) 4355332		шт	410.00	1.000	410.00	
Набор разделоч.досок 3шт 24*15/28*18/32*20  см 1256425		шт	180.00	3.000	540.00	
Нож консервный Lagoona, 19 см, нержавеющая сталь, цвет голубой металлик 4715718		шт	55.00	5.000	275.00	
Нож консервный эконом 160мм бук,сталь твердая коррозионностойкая 1814482		шт	210.00	6.000	1'260.00	
Органайзер с карманами подвесной 40х90см Классика Вензель 709706		шт	15.00	16.000	240.00	
Прикроватный столик 500*300		шт	215.00	1.000	215.00	
Сиденье на унитаз одноразовое AURA набор 10шт 784681		шт	12.00	8.000	96.00	
Соковыжималка для цитрусовых с лотком и крышкой d=7,5 см 651846		шт	220.00	3.000	660.00	
Солонка «Банка», 100 мл 4336522		шт	33.00	6.000	198.00	
Стопер универсальный 4601270		шт	11.00	2.000	22.00	
Халат женский на молнии Софи цвет голубой р-р 48 4308209		шт	1.00	1.000	1.00	
Чехол на сиденье для унитаза на резинке ПОЛОСКИ 3954444		шт	1'050.00	1.000	1'050.00	
Штоф «Антистресс», 500 мл 3516581		шт	135.00	3.000	405.00	
111 Кружка"Сердечко" с крыш .+ложка		шт	60.00	2.000	120.00	
111Гайка к смесителю /Втулка в шланг д/душа		шт	175.00	2.000	350.00	
111Держатель для цветов		шт	150.00	1.000	150.00	
111Молоток+ключ  КОСА большая		шт	200.00	1.000	200.00	
111Н-р чашка +блюдце 8"Черные"		шт	180.00	1.000	180.00	
111Набор Зажигалка+ручка+брелок		шт	250.00	2.000	500.00	
111Полка  угловая ,прямоугольная стекло/хром  СБОРНАЯ из брака		шт	150.00	1.000	150.00	
111Полка  угловая ,прямоугольная стекло/хром  СБОРНАЯ из брака		шт	600.00	1.000	600.00	
111Шумовка ,лопатка ручка цилиндрическая		шт	95.00	1.000	95.00	
ECOLA  15.5W Светодиодный шар G95 2700К Е27		шт	280.00	2.000	560.00	
FF G60 Муляж ЧЕСНОК в связке, 60см G60		шт	330.00	1.000	330.00	
FF OO60 Муляж ЛУК в связке, 60см OO60		шт	330.00	2.000	660.00	
uplast труба гофр. ПВХ d 16 с зондом 100м легкая (цена за 1м)		шт	40.00	10.000	400.00	
Альбом Ф100 (280)		шт	280.00	1.000	280.00	
Альбом Ф100 (90)		шт	90.00	1.000	90.00	
Альбом Ф200 (150)		шт	150.00	2.000	300.00	
Альбом Ф200 (400)		шт	400.00	2.000	800.00	
Блюдце (керамика)		шт	20.00	25.000	500.00	
Болт М 6* 10/15мм, оцинкованный		шт	5.00	1.000	5.00	
Бра "КРЫЛО"		шт	600.00	1.000	600.00	
Бра"КОВКА-голуб.лилия"		шт	600.00	1.000	600.00	
Брелок НОВ.ГОД. "Собака -счастья"		шт	57.00	2.000	114.00	
Бумага туал.Н.челны/48 00000000007		шт	14.00	184.000	2'576.00	
бумагдержат411971		шт	80.00	1.000	80.00	
Бумагодержатель ,,Соната,, 3810		шт	160.00	7.000	1'120.00	
В,А Барашки к смесителю		шт	40.00	2.000	80.00	
В,А Барашки к смесителю		шт	45.00	2.000	90.00	
В.А Встречная планка для замка В АССОРТ.		шт	13.00	1.000	13.00	
В.А Встречная планка для замка В АССОРТ.		шт	22.00	1.000	22.00	
В.А Накладка мини к замку мебельному		шт	40.00	1.000	40.00	
В.А отвод		шт	20.00	2.000	40.00	
В.А отвод		шт	45.00	3.000	135.00	
В.А Подводка гибкая  М/М   120см.		шт	60.00	9.000	540.00	
В.А Подводка гибкая М/М   80см.		шт	50.00	9.000	450.00	
В.А Подводка гибкая М/М  М/П 40см. М/М30см		шт	35.00	53.000	1'855.00	
В.А Подводка гибкая М/М  М/П 60см.		шт	45.00	17.000	765.00	
В.А Ревизия  D100 ,D50		шт	38.00	1.000	38.00	
В.А Ревизия,		шт	90.00	2.000	180.00	
В.А Стакан белый пластик /керам д/ершика с держателем ГЕЛЬ  ЕРШИК		шт	100.00	2.000	200.00	
В.А Тройник порошк /Тройник Латунь		шт	35.00	5.000	175.00	
В.А Тройник порошк /Тройник Латунь		шт	55.00	7.000	385.00	
В.А Труба D110 1м		шт	160.00	1.000	160.00	
В.А. Излив 30см/40см.прямой		шт	140.00	1.000	140.00	
В.А. Излив 30см/40см.прямой		шт	200.00	3.000	600.00	
В.А. Кран букса		шт	40.00	4.000	160.00	
В.А. МОЙКА нерж с сифоном		шт	2'700.00	1.000	2'700.00	
В.А. Слив д/душ.кабины		шт	40.00	2.000	80.00	
В.А.Гайка к смесителю/ д/корпуса/ к арматуре бачка/Корпус /кнопка		шт	20.00	2.000	40.00	
В.А.Гайка к смесителю/ д/корпуса/ к арматуре бачка/Корпус /кнопка		шт	35.00	4.000	140.00	
В.А.Держатель д/душа		шт	120.00	1.000	120.00	
В.А.Дивертор /Картридж для смесителя Сигма		шт	40.00	3.000	120.00	
В.А.Кольца (прокладки)		шт	4.00	4.000	16.00	
В.А.Кран шар г/г		шт	55.00	1.000	55.00	
В.А.ЛАМПА 10W		шт	390.00	10.000	3'900.00	
В.А.ЛАМПА 5W		шт	260.00	9.000	2'340.00	
В.А.ЛАМПА 7W		шт	290.00	10.000	2'900.00	
В.А.Лейка д/душа /держатель для лейки		шт	40.00	1.000	40.00	
В.А.Отражатель д/смесителя		шт	20.00	2.000	40.00	
В.А.Переключатель душа +кранбуксы		шт	50.00	1.000	50.00	
В.А.Подводка под смесителей		шт	60.00	6.000	360.00	
В.А.Подставка под зуб.щетка хром		шт	200.00	1.000	200.00	
В.А.Прокладки (к смесителю,изливу)		шт	2.00	23.000	46.00	
В.А.Ручка от смесителя /Ручка Красная от крана		шт	30.00	3.000	90.00	
В.А.Смеситель д/ванны без шланга		шт	600.00	1.000	600.00	
В.А.Смеситель Сигма д/кухни		шт	400.00	2.000	800.00	
В.А.Смеситель Сигма д/умыв		шт	350.00	1.000	350.00	
В.А.Смеситель Сигма д/умыв		шт	600.00	2.000	1'200.00	
В.А.Шланг д/душа Сигма		шт	60.00	1.000	60.00	
Варежка-прихватка JCH1303		шт	70.00	4.000	280.00	
Венчик-взбивалка металл 20 см с рынка		шт	10.00	10.000	100.00	
Вешалка ,,Шарики,, 4крючка		шт	200.00	1.000	200.00	
Вешалка 3 крючка 7201		шт	25.00	34.000	850.00	
Вешалка Кольцо для полотенца; Утенок;сова		шт	90.00	7.000	630.00	
Вешалка мягкая НАБОР 5шт с рынка		шт	25.00	17.000	425.00	
Вилка синяя ручка		шт	80.00	5.000	400.00	
Виноград		шт	130.00	1.000	130.00	
Гайка по ШТ+ винт поШТ		шт	0.30	43.000	12.90	
ГЕЛЬ Баночка под ват палочки уценка		шт	60.00	1.000	60.00	
ГЕЛЬ Баночка под ват палочки уценка		шт	90.00	2.000	180.00	
Гель д\душа ОЛД СПЭИС		шт	120.00	2.000	240.00	
ГЕЛЬ Дозатор для мыла  розовый		шт	150.00	4.000	600.00	
ГЕЛЬ Мыльница+пластик+Металл с пластиком		шт	90.00	4.000	360.00	
Гель Пепельница		шт	80.00	13.000	1'040.00	
ГЕЛЬ подставка под щетки,стакан		шт	90.00	2.000	180.00	
ГЕЛЬ Подставка Рыбка с термометром		шт	90.00	2.000	180.00	
ГЕЛЬ Сахарница с ложкой		шт	120.00	6.000	720.00	
Грунт Камни (пакет)		шт	30.00	1.000	30.00	
Губка целлюлюзная хоз. с композитом  GRIFON универс. 2шт. 900-002		шт	55.00	2.000	110.00	
Дезодорант  мужс.ЛЕДИ Спит		шт	100.00	2.000	200.00	
ДЕКОР.тарелка металл "ВОСТОК" PT041		шт	110.00	9.000	990.00	
Держатель для рейлинга хром		шт	110.00	1.000	110.00	
ДЛЯ БАНИ Накидка вафельная д/мужчин цв 32060/// 3пр. шерсть		шт	330.00	2.000	660.00	
Доводчик ДС-26-100-120		шт	1'550.00	5.000	7'750.00	
Дозатор д/жмыла стекло ДЖМС-Дом1		шт	280.00	2.000	560.00	
док Бальзам д/волос  Dave		шт	155.00	2.000	310.00	
док Бальзам Тимотей		шт	50.00	1.000	50.00	
док Бальзам Тимотей		шт	80.00	3.000	240.00	
док Бальзам ЧЛ		шт	70.00	1.000	70.00	
док гель д/душа AXE муж.		шт	135.00	1.000	135.00	
