						
						
						
Остатки ТМЦ на складах						
На дату: 24.08.20						
По всем фирмам. По всем юр. лицам. По всем упр. аналитикам. По всем номенклатурным позициям. По складу "Петр.99".						
ТМЦ		Ед.	"Отпускная цена
(руб.)"	Петр.99		
				Кол - во	Сумма	
Леска д/триммера  звезда, 1,6мм х 15м// Denzel //Россия 77892 /896169		шт	50.00	3.000	150.00	
Леска для садового триммера крученая "Квадрат" 78023/77970		шт	110.00	1.000	110.00	
Лобзик ручной усиленный 41032		шт	310.00	2.000	620.00	
Лопата тротуарная с шлифованным черенком  460х360x1450 мм, толщина полотна 1,5 мм, оц 68126		шт	470.00	1.000	470.00	
Мастерок каменщика "трапеция" 160 мм 05026		шт	180.00	1.000	180.00	
Мастерок каменщика "трапеция" 180 мм 05028		шт	155.00	1.000	155.00	
Метчики метрические, легированная сталь, набор 2 шт.   10 х 1,25 мм./ М10*1,5мм 70847 /70888М		шт	210.00	2.000	420.00	
Метчики метрические, легированная сталь, набор 2 шт.  3х0,5 мм 70840		шт	130.00	2.000	260.00	
Метчики метрические, легированная сталь, набор 2 шт.  8х1,0 мм 70844		шт	190.00	2.000	380.00	
Метчики метрические, легированная сталь, набор 2 шт., 6х1,0 мм. 70843		шт	150.00	1.000	150.00	
Метчики метрические, легированная сталь, набор 2 шт., 6х1,0 мм. 70843		шт	175.00	2.000	350.00	
Метчики ручные, комплект 2 шт. М12 х 1.75 мм /М10 х1.0 мм/М10*1,5мм 70890М/70886М/70888М		шт	145.00	1.000	145.00	
Метчики ручные, комплект 2 шт. М12 х 1.75 мм /М10 х1.0 мм/М10*1,5мм 70890М/70886М/70888М		шт	155.00	1.000	155.00	
Метчики ручные, комплект 2 шт. М12 х 1.75 мм /М10 х1.0 мм/М10*1,5мм 70890М/70886М/70888М		шт	190.00	2.000	380.00	
Метчики ручные,2шт. М5*0,8мм 70882М		шт	85.00	1.000	85.00	
Мешки для строительного мусора особопрочные 120Л/180Л/240Л ,толщина 35мкм, 10шт 11934/11938/11942		упак	240.00	3.000	720.00	
Мешки для строительного мусора особопрочные 120Л/180Л/240Л ,толщина 35мкм, 10шт 11934/11938/11942		упак	395.00	1.000	395.00	
Молоток кровельщика, металлическая ручка 600 гр. 44506		шт	610.00	1.000	610.00	
Муфта ремонтная пластиковая 1/2" 76407/ 77410		шт	60.00	2.000	120.00	
Муфта ремонтная пластиковая 1/2"-3/4" 77409		шт	90.00	1.000	90.00	
Мышеловка,1 шт,дерево 4000198A/HF566009		шт	30.00	2.000	60.00	
Мышеловка,1 шт,дерево 4000198A/HF566009		шт	45.00	2.000	90.00	
Набор бит  CrV, 10 шт  ( 25 мм ) 129220		шт	110.00	3.000	330.00	
Набор бит 6-гранных, 7 шт. CrV 57807		шт	375.00	1.000	375.00	
Набор бит и головок 13 шт. 57913		шт	310.00	2.000	620.00	
Набор инструмента 45 шт. ( отвертки, биты, ключ разводной, пасс.-мини ) 65140		шт	2'890.00	1.000	2'890.00	
Набор стальных бит,2шт,CUTOP,PH1,50мм 83-342		шт	60.00	4.000	240.00	
Надфили алмазные, ПВХ ручка, 3х140х50 мм, 10 шт. 42171		упак	485.00	1.000	485.00	
Напильник для заточки цепей бензопил круглый 200*4 мм 42801		шт	105.00	1.000	105.00	
Напильник для заточки цепей бензопил круглый 200*4 мм 42801		шт	110.00	1.000	110.00	
Напильник для заточки цепей бензопил круглый 200*4,8 мм 42803		шт	105.00	1.000	105.00	
Напильник для заточки цепей бензопил круглый 200*5 мм 42814		шт	195.00	2.000	390.00	
Нож -топор кухонный  17,5см длина лезвия ,углеродистая сталь		шт	285.00	1.000	285.00	
Нож для напольных покрытий серый, металлический корпус 10340		шт	225.00	2.000	450.00	
Нож макетный c 6  лезвиями 10482		шт	95.00	1.000	95.00	
Нож складной "Ягуар", 170 мм, лезвие 65 мм, нерж.сталь, алюм.ручка 10561		шт	620.00	1.000	620.00	
Нож технический ,серия Тренд 18мм усиленный прорезиненный 10174		шт	145.00	2.000	290.00	
Нож технический 18 мм усиленный, вращ.прижим 10253 /10242		шт	110.00	3.000	330.00	
Нож технический, пластиковый, 18 мм 10195М/10193М		шт	55.00	1.000	55.00	
Нож универсальный,пл.ручка,2реж.кромки 180мм 10592		шт	170.00	1.000	170.00	
Ножи и скребки, набор 5 шт. 021220		шт	105.00	1.000	105.00	
Ножницы, школьные 125 мм 67362		шт	35.00	3.000	105.00	
Ножницы, школьные 125 мм 67362		шт	50.00	1.000	50.00	
Ножовка  для гипсокартона 170мм/175 мм 15375, 15376		шт	100.00	1.000	100.00	
Ножовка по дереву  Профи (3D - заточка,каленая),тефлоновое покрытие 400 мм 40464		шт	545.00	1.000	545.00	
Ножовка по металлу Юниор 150 мм с  пласт.черной ручкой 40025		шт	135.00	1.000	135.00	
Ножовка складная 180мм 40590		шт	235.00	1.000	235.00	
Ножовка складная 180мм 40590		шт	620.00	1.000	620.00	
Отвертка "Хард",  6.5х38 мм SL 55227		шт	95.00	1.000	95.00	
Отвертка Акк. 04,8В; 180об/мин; 02,5Нм; 1(Ni-Cd)0,8Ач; 3-5ч.; рез. накл.; подсвет.; и 80235 /80233		шт	1'490.00	1.000	1'490.00	
Отвертка изолированная 1000 В, CrV сталь, пластиковая ручка  РН2 х 100 мм 55808		шт	135.00	3.000	405.00	
Отвертка комбинированная PH2/SL6 56228М		шт	170.00	1.000	170.00	
Отвертка с переставным жалом 4в1 с 2-х ст.CrV битами 56222		шт	245.00	1.000	245.00	
Отвертка с переставным жалом, пластиковая ручка 6x32 мм (PH2/SL6) 56205М		шт	75.00	1.000	75.00	
Отвертка с переставным жалом, пластиковая ручка 6x32 мм (PH2/SL6) 56205М		шт	90.00	4.000	360.00	
Отвертка ударная, CrV сталь, боек под ключ, пластиковая ручка  6x100 мм PH2 55612		шт	135.00	1.000	135.00	
Отвертка, пласт.оранжевая ручка, CrV  5 х 75 мм SL 54173		шт	40.00	6.000	240.00	
Отвертки "Стандарт", CrV сталь, магнитный наконечник, двухцветная прорезиненная ручка 56015		шт	370.00	2.000	740.00	
Отвертки для точных работ 6шт 56133		шт	155.00	2.000	310.00	
Отвертки часовые  11 шт/16шт. 56132/56135		шт	345.00	3.000	1'035.00	
Очки защитные красные/прозр 12210/12231		шт	90.00	3.000	270.00	
Очки защитные красные/прозр 12210/12231		шт	95.00	2.000	190.00	
Очки защитные с дужками дымчатые 12218		шт	90.00	1.000	90.00	
Очки защитные с дужками прозрачные, поликарбонатные 686184		шт	90.00	1.000	90.00	
Патрон бесключевой 1/2" (10 мм) 37831//2907-10-1/2		шт	325.00	1.000	325.00	
Патрон для дрели быстрозажимной 1/2 1,5-13мм 37812М		шт	465.00	1.000	465.00	
Патрон для дрели ключевой 1/2" - 10 мм/13мм  (с ключом Т-обр.) 37840/37843//29082-12-1/2		шт	650.00	1.000	650.00	
Патрон для дрели ключевой 1/2" - 16 мм (с ключом Т-обр.) 37844/37815М		шт	620.00	1.000	620.00	
Патрон для дрели с ключом 1/2 (1,5-13мм) 37814М		шт	400.00	1.000	400.00	
Переходник  шарнирный CrV1/2 62509		шт	330.00	2.000	660.00	
Переходник , латунь 77461		шт	115.00	2.000	230.00	
Переходник для стиральной машины слив/налив 3/4" - 3/4" 74555		шт	10.00	2.000	20.00	
Переходник пластиковый 1/2" 77421		шт	40.00	1.000	40.00	
Пилки для ручного лобзика 135мм, 20 шт. 41055		упак	5.00	15.000	75.00	
Пилки для ручного лобзика 145 мм, набор 20 шт. 41053		упак	185.00	2.000	370.00	
Пинцеты технические. Набор  2/4 шт. 67440м / 197154/152		шт	70.00	2.000	140.00	
Пистолет для полива, 8 функций, зеленый 77305		шт	580.00	1.000	580.00	
Плашка метрическая легированная сталь 5*0,8мм/6*1,0мм/4*0,7мм/3х0,5мм 70822/70823/70821/70820		шт	105.00	4.000	420.00	
Плашка метрическая легированная сталь 5*0,8мм/6*1,0мм/4*0,7мм/3х0,5мм 70822/70823/70821/70820		шт	110.00	1.000	110.00	
Плашка метрическая легированная сталь М10х1,25мм 70827		шт	165.00	1.000	165.00	
Плашкодержатель №3 25 х 9 мм 70762		шт	255.00	1.000	255.00	
Плодосборник для фруктов 77157		шт	65.00	2.000	130.00	
Плоскогубцы комб."мини" Профи никел.покр. 51632		шт	220.00	1.000	220.00	
Плоскогубцы комбинированные декоративные ручки "НИЗ"  200 мм 52408		шт	415.00	1.000	415.00	
Полотна по металлу 150мм, углеродистая сталь, 10 шт. 40085 /40083		шт	50.00	1.000	50.00	
Прокладка-кольцо диаметр 14 мм (50 шт.) 74224		упак	2.00	1.000	2.00	
Просекатель для гипсокартона 15003		шт	760.00	1.000	760.00	
Проф-ный диск отрезной по металлу Cutop Profi Т41-115 х 1,2 х 22,2 Cutop 39981т		шт	50.00	4.000	200.00	
Проф-ный диск отрезной по металлу Cutop Profi Т41-230 х 2,0 х 22,2 39987т		шт	120.00	1.000	120.00	
Проф-ный диск отрезной по металлу и нержавеющей стали Т41-230 х 2,0 х 22,2 Cu 40001т 40001т		шт	170.00	1.000	170.00	
Проф-ный диск отрезной по металлу Т41-180 х 1,8 х 22,2 Cutop Profi 39990т 39990т		шт	100.00	14.000	1'400.00	
Профессиональный диск отрезной по металлу и нержавеющей стали Т41-115 х 1,2 х 22,2 Cu 39981т		шт	50.00	3.000	150.00	
Профессиональный диск шлифовальный по металлу Т27-150 х 6,0 х 22 Cutop Profi 39999т 39999т		шт	150.00	8.000	1'200.00	
Распределитель 2-х канальный пластиковый 77425		шт	140.00	1.000	140.00	
Ремни шлиф-ные (бескон. лента), вод-ие, на тканевой основе, 5шт., 75х533 мм  Р 60/Р80 39693 Р 60/Р80 /Р100		упак	295.00	2.000	590.00	
Рулетка  "Лайт" двухцветный корпус 3 м (16 мм) 16974		шт	105.00	2.000	210.00	
Рулетка землемерная, фиброглассовая лента 50 м 17650		шт	810.00	1.000	810.00	
Рулетка землемерная, фиброглассовая лента 50 м 17650		шт	910.00	1.000	910.00	
Рулетка пластиковая 2-х цветная "Лайт" 7,5 м x 25 мм 16977		шт	265.00	2.000	530.00	
Рулетка прорезиненный корпус "Мастер"  5 м x 19 мм 17145		шт	150.00	2.000	300.00	
Рулетка прорезиненный корпус "Мастер"  7,5 м x 25 мм 17147		шт	290.00	1.000	290.00	
Рулетка прорезиненный корпус "Мастер" 10 м x 25 мм 17148		шт	335.00	1.000	335.00	
Рулетка прорезиненный корпус "Мастер" 3 м x 16 мм 17143		шт	105.00	1.000	105.00	
Рулетка прорезиненный корпус "Мастер" 5 м x 19 мм 17145		шт	160.00	1.000	160.00	
Рулетка прорезиненный корпус "Хард" 2 м x 16 мм 17202		шт	130.00	1.000	130.00	
Рулетка синяя "Стандарт" /"Лайт"3 м x 16 мм 17113  /16974		шт	135.00	1.000	135.00	
Рулетка синяя "Стандарт" 10 м x 25 мм 17120		шт	500.00	1.000	500.00	
Рулетка синяя Стандарт 7,5 м (19 мм) 17117		шт	300.00	2.000	600.00	
Рулетка фиброглассовая лента, зеленая 50 м 17600		шт	795.00	1.000	795.00	
Ручка для валика, оцинкованная сталь O 8 мм, ширина 180 мм 30-1210		шт	100.00	1.000	100.00	
Ручка запасная для надфилей деревянная 14 мм х 105 мм 42152		шт	35.00	3.000	105.00	
Сверла HSS по металлу, удлиненные, титановое покрытие 5,0 х 132 мм (10 шт.) 34250		упак	130.00	3.000	390.00	
Сверла по металлу HSS полированное ,хвостовик под биту, инд.упаковка блистер 2,0мм 34020		шт	60.00	1.000	60.00	
Сверла по металлу HSS полированное ,хвостовик под биту, инд.упаковка блистер 3,0мм 34030/34032/34035		шт	75.00	1.000	75.00	
Сверла по металлу HSS полированное ,хвостовик под биту, инд.упаковка блистер 3,0мм 34030/34032/34035		шт	90.00	4.000	360.00	
Сверла по металлу HSS полированное ,хвостовик под биту, инд.упаковка блистер 4,0мм 34040		шт	95.00	5.000	475.00	
